,director_name,director_facebook_likes,actor_name,actor_facbook_likes,movie_title,title_year,movie_facebook_likes,num_voted_users,cast_total_facebook_likes,movie_imdb_link,language,country,content_rating,imdb_score,aspect_ratio,Release.Date.new,release.year.new,budget.adjusted,domestic.gross.adjusted,worldwide.new.adjusted,genreLabelName
3326,Peter Berg,532,Dan Bilzerian,127,LoneSurvivor,2013,58000,203963,1261,http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1,English,USA,R,7.6,2.35,2013-12-25 00:00:00,2013,45371044.82,141892953,169919816.8,Thriller Drama
3327,Penny Marshall,545,Tom Hanks,15000,ALeagueofTheirOwn,1992,0,71754,16751,http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1,English,USA,PG,7.2,2.35,1992-07-01 00:00:00,1992,87912862.99,236340380.4,291079634.4,Romance Drama
3328,Penny Marshall,545,Lori Petty,923,ALeagueofTheirOwn,1992,0,71754,16751,http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1,English,USA,PG,7.2,2.35,1992-07-01 00:00:00,1992,87912862.99,236340380.4,291079634.4,Romance Drama
3329,Penny Marshall,545,Rosie O'Donnell,251,ALeagueofTheirOwn,1992,0,71754,16751,http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1,English,USA,PG,7.2,2.35,1992-07-01 00:00:00,1992,87912862.99,236340380.4,291079634.4,Romance Drama
3330,James Wan,0,Javier Botet,1000,TheConjuring,2016,40000,64989,2676,http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1,English,USA,R,7.8,2.35,2013-07-19 00:00:00,2013,22685522.41,155849698.9,360699966.3,Thriller Horror
3331,James Wan,0,Frances O'Connor,575,TheConjuring,2016,40000,64989,2676,http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1,English,USA,R,7.8,2.35,2013-07-19 00:00:00,2013,22685522.41,155849698.9,360699966.3,Thriller Horror
3332,James Wan,0,Robin Atkin Downes,336,TheConjuring,2016,40000,64989,2676,http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1,English,USA,R,7.8,2.35,2013-07-19 00:00:00,2013,22685522.41,155849698.9,360699966.3,Thriller Horror
3333,David Fincher,21000,Andrew Garfield,10000,TheSocialNetwork,2010,74000,479453,10555,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,English,USA,PG-13,7.7,2.35,2010-10-01 00:00:00,2010,49867531.69,120882255.4,280407792.4,Romance Drama
3334,David Fincher,21000,Dustin Fitzsimons,349,TheSocialNetwork,2010,74000,479453,10555,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,English,USA,PG-13,7.7,2.35,2010-10-01 00:00:00,2010,49867531.69,120882255.4,280407792.4,Romance Drama
3335,David Fincher,21000,Marcella Lentz-Pope,81,TheSocialNetwork,2010,74000,479453,10555,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,English,USA,PG-13,7.7,2.35,2010-10-01 00:00:00,2010,49867531.69,120882255.4,280407792.4,Romance Drama
3336,Ken Kwapis,42,Carmen Perez,97,HesJustNotThatIntoYou,2009,12000,132048,318,http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1,English,USA,PG-13,6.4,2.35,2009-02-06 00:00:00,2009,51463292.71,120879108.6,232940433.7,Romance Drama
3337,Ken Kwapis,42,Sabrina Revelle,50,HesJustNotThatIntoYou,2009,12000,132048,318,http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1,English,USA,PG-13,6.4,2.35,2009-02-06 00:00:00,2009,51463292.71,120879108.6,232940433.7,Romance Drama
3338,Ken Kwapis,42,Sachiko Ishida,49,HesJustNotThatIntoYou,2009,12000,132048,318,http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1,English,USA,PG-13,6.4,2.35,2009-02-06 00:00:00,2009,51463292.71,120879108.6,232940433.7,Romance Drama
3339,David Zucker,119,Beau Mirchoff,2000,ScaryMovie,2006,1000,93748,5855,http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1,English,USA,PG-13,5.1,1.85,2003-10-24 00:00:00,2003,69940426.42,170965614.3,241216759.6,Comedy
3340,David Zucker,119,Carmen Electra,869,ScaryMovie,2006,1000,93748,5855,http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1,English,USA,PG-13,5.1,1.85,2003-10-24 00:00:00,2003,69940426.42,170965614.3,241216759.6,Comedy
3341,David Zucker,119,Regina Hall,807,ScaryMovie,2006,1000,93748,5855,http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1,English,USA,PG-13,5.1,1.85,2003-10-24 00:00:00,2003,69940426.42,170965614.3,241216759.6,Comedy
3342,Wes Craven,0,Kelly Rutherford,287,Scream,2000,0,98535,600,http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1,English,USA,R,5.5,2.35,2000-02-04 00:00:00,2000,68330538.81,152271319,276462073.3,Thriller Horror
3343,Wes Craven,0,Roger Jackson,157,Scream,2000,0,98535,600,http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1,English,USA,R,5.5,2.35,2000-02-04 00:00:00,2000,68330538.81,152271319,276462073.3,Thriller Horror
3344,Wes Craven,0,Nancy O'Dell,71,Scream,2000,0,98535,600,http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1,English,USA,R,5.5,2.35,2000-02-04 00:00:00,2000,68330538.81,152271319,276462073.3,Thriller Horror
3345,Robert Zemeckis,0,Lea Thompson,1000,BacktotheFuturePartIII,1990,0,283480,3986,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,English,USA,PG,7.4,1.37,1990-05-24 00:00:00,1990,93629308.99,206113882.5,571346300.2,Comedy
3346,Robert Zemeckis,0,Jeffrey Weissman,869,BacktotheFuturePartIII,1990,0,283480,3986,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,English,USA,PG,7.4,1.37,1990-05-24 00:00:00,1990,93629308.99,206113882.5,571346300.2,Comedy
3347,Robert Zemeckis,0,Thomas F. Wilson,690,BacktotheFuturePartIII,1990,0,283480,3986,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,English,USA,PG,7.4,1.37,1990-05-24 00:00:00,1990,93629308.99,206113882.5,571346300.2,Comedy
3348,Etan Cohen,164,Will Ferrell,8000,GetHard,2015,14000,85629,12556,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,English,USA,R,6,1.85,2015-03-27 00:00:00,2015,42600960,96290367.32,113437253.7,Comedy
3349,Etan Cohen,164,Alison Brie,2000,GetHard,2015,14000,85629,12556,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,English,USA,R,6,1.85,2015-03-27 00:00:00,2015,42600960,96290367.32,113437253.7,Comedy
3350,Etan Cohen,164,Craig T. Nelson,723,GetHard,2015,14000,85629,12556,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,English,USA,R,6,1.85,2015-03-27 00:00:00,2015,42600960,96290367.32,113437253.7,Comedy
3351,Francis Ford Coppola,0,Keanu Reeves,18000,BramStokersDracula,1992,14000,143835,42220,http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1,English,USA,R,7.5,1.85,1992-11-13 00:00:00,1992,87912862.99,181370368.3,474427681.7,Horror
3352,Francis Ford Coppola,0,Anthony Hopkins,12000,BramStokersDracula,1992,14000,143835,42220,http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1,English,USA,R,7.5,1.85,1992-11-13 00:00:00,1992,87912862.99,181370368.3,474427681.7,Horror
3353,Francis Ford Coppola,0,Gary Oldman,10000,BramStokersDracula,1992,14000,143835,42220,http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1,English,USA,R,7.5,1.85,1992-11-13 00:00:00,1992,87912862.99,181370368.3,474427681.7,Horror
3354,Nora Ephron,0,Meryl Streep,11000,JulieJulia,2009,13000,79264,13321,http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1,English,USA,PG-13,7,1.85,2009-08-07 00:00:00,2009,51463292.71,121100108.7,162940657.3,Romance Drama
3355,Nora Ephron,0,Mary Lynn Rajskub,934,JulieJulia,2009,13000,79264,13321,http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1,English,USA,PG-13,7,1.85,2009-08-07 00:00:00,2009,51463292.71,121100108.7,162940657.3,Romance Drama
3356,Nora Ephron,0,Vanessa Ferlito,923,JulieJulia,2009,13000,79264,13321,http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1,English,USA,PG-13,7,1.85,2009-08-07 00:00:00,2009,51463292.71,121100108.7,162940657.3,Romance Drama
3357,Brian Helgeland,241,Harrison Ford,11000,,2013,28000,66511,16911,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,English,USA,PG-13,7.5,2.35,2009-11-13 00:00:00,2009,257316463.5,213716976.8,1014352485,Romance Drama
3358,Brian Helgeland,241,Christopher Meloni,3000,,2013,28000,66511,16911,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,English,USA,PG-13,7.5,2.35,2009-11-13 00:00:00,2009,257316463.5,213716976.8,1014352485,Romance Drama
3359,Brian Helgeland,241,Nicole Beharie,898,,2013,28000,66511,16911,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,English,USA,PG-13,7.5,2.35,2009-11-13 00:00:00,2009,257316463.5,213716976.8,1014352485,Romance Drama
3360,Anthony Minghella,333,Philip Seymour Hoffman,22000,TheTalentedMrRipley,1999,0,137891,36810,http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1,English,USA,R,7.3,1.85,1999-12-24 00:00:00,1999,70517116.05,143312172.9,227051248.2,Thriller Drama
3361,Anthony Minghella,333,Matt Damon,13000,TheTalentedMrRipley,1999,0,137891,36810,http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1,English,USA,R,7.3,1.85,1999-12-24 00:00:00,1999,70517116.05,143312172.9,227051248.2,Thriller Drama
3362,Anthony Minghella,333,Jack Davenport,1000,TheTalentedMrRipley,1999,0,137891,36810,http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1,English,USA,R,7.3,1.85,1999-12-24 00:00:00,1999,70517116.05,143312172.9,227051248.2,Thriller Drama
3363,Bobby Farrelly,101,Bill Murray,13000,DumbandDumberTo,2014,55000,97045,16179,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,English,USA,PG-13,5.7,1.85,2014-11-14 00:00:00,2014,43964190.72,94751634.83,172068799.4,Comedy
3364,Bobby Farrelly,101,Kathleen Turner,899,DumbandDumberTo,2014,55000,97045,16179,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,English,USA,PG-13,5.7,1.85,2014-11-14 00:00:00,2014,43964190.72,94751634.83,172068799.4,Comedy
3365,Bobby Farrelly,101,Rob Riggle,839,DumbandDumberTo,2014,55000,97045,16179,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,English,USA,PG-13,5.7,1.85,2014-11-14 00:00:00,2014,43964190.72,94751634.83,172068799.4,Comedy
3366,Frank Marshall,155,Paul Walker,23000,EightBelow,2006,11000,48806,24300,http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1,English,USA,PG,7.3,2.35,2006-02-17 00:00:00,2006,56563550.39,115407410.8,170335467.2,Drama
3367,Frank Marshall,155,Bruce Greenwood,989,EightBelow,2006,11000,48806,24300,http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1,English,USA,PG,7.3,2.35,2006-02-17 00:00:00,2006,56563550.39,115407410.8,170335467.2,Drama
3368,Frank Marshall,155,Wendy Crewson,249,EightBelow,2006,11000,48806,24300,http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1,English,USA,PG,7.3,2.35,2006-02-17 00:00:00,2006,56563550.39,115407410.8,170335467.2,Drama
3369,Nancy Meyers,278,Robert De Niro,22000,TheIntern,2015,54000,130661,36010,http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1,English,USA,PG-13,7.2,1.85,2015-09-25 00:00:00,2015,42600960,80691194.03,210057595.3,Romance Drama
3370,Nancy Meyers,278,Anne Hathaway,11000,TheIntern,2015,54000,130661,36010,http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1,English,USA,PG-13,7.2,1.85,2015-09-25 00:00:00,2015,42600960,80691194.03,210057595.3,Romance Drama
3371,Nancy Meyers,278,Rene Russo,808,TheIntern,2015,54000,130661,36010,http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1,English,USA,PG-13,7.2,1.85,2015-09-25 00:00:00,2015,42600960,80691194.03,210057595.3,Romance Drama
3372,Tim Story,167,Olivia Munn,2000,RideAlong,2016,0,28621,5178,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,English,USA,PG-13,5.9,2.35,2016-01-15 00:00:00,2016,41280000,93770290.92,128821790.1,Comedy
3373,Tim Story,167,Nadine Velazquez,874,RideAlong,2016,0,28621,5178,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,English,USA,PG-13,5.9,2.35,2016-01-15 00:00:00,2016,41280000,93770290.92,128821790.1,Comedy
3374,Tim Story,167,Bruce McGill,655,RideAlong,2016,0,28621,5178,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,English,USA,PG-13,5.9,2.35,2016-01-15 00:00:00,2016,41280000,93770290.92,128821790.1,Comedy
3375,Michael Mann,0,Wes Studi,855,TheLastoftheMohicans,1992,0,113068,2144,http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1,English,USA,R,7.8,2.35,1992-09-25 00:00:00,1992,87912862.99,165948399.3,165948399.3,Drama
3376,Michael Mann,0,Terry Kinney,363,TheLastoftheMohicans,1992,0,113068,2144,http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1,English,USA,R,7.8,2.35,1992-09-25 00:00:00,1992,87912862.99,165948399.3,165948399.3,Drama
3377,Michael Mann,0,Eric Schweig,322,TheLastoftheMohicans,1992,0,113068,2144,http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1,English,USA,R,7.8,2.35,1992-09-25 00:00:00,1992,87912862.99,165948399.3,165948399.3,Drama
3378,Taylor Hackford,138,Bokeem Woodbine,904,Ray,2004,0,110394,5074,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,English,USA,PG-13,7.7,1.85,2004-10-29 00:00:00,2004,60241538.69,113413725.3,187988381.2,Romance Drama
3379,Taylor Hackford,138,Curtis Armstrong,876,Ray,2004,0,110394,5074,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,English,USA,PG-13,7.7,1.85,2004-10-29 00:00:00,2004,60241538.69,113413725.3,187988381.2,Romance Drama
3380,Taylor Hackford,138,Harry Lennix,748,Ray,2004,0,110394,5074,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,English,USA,PG-13,7.7,1.85,2004-10-29 00:00:00,2004,60241538.69,113413725.3,187988381.2,Romance Drama
3381,Frank Miller,436,Rosario Dawson,3000,SinCity,2005,13000,656640,3924,http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1,English,USA,R,8.1,1.85,2005-04-01 00:00:00,2005,58373584.01,108142639,231346068.5,Thriller Drama
3382,Frank Miller,436,Powers Boothe,472,SinCity,2005,13000,656640,3924,http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1,English,USA,R,8.1,1.85,2005-04-01 00:00:00,2005,58373584.01,108142639,231346068.5,Thriller Drama
3383,Frank Miller,436,Jason Douglas,175,SinCity,2005,13000,656640,3924,http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1,English,USA,R,8.1,1.85,2005-04-01 00:00:00,2005,58373584.01,108142639,231346068.5,Thriller Drama
3384,Pete Travis,38,Dennis Quaid,2000,VantagePoint,2008,0,127528,6775,http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1,English,USA,PG-13,6.6,2.35,2008-02-22 00:00:00,2008,53110118.08,95951801.11,200339768.7,Thriller Drama
3385,Pete Travis,38,Edgar RamÃ_rez,897,VantagePoint,2008,0,127528,6775,http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1,English,USA,PG-13,6.6,2.35,2008-02-22 00:00:00,2008,53110118.08,95951801.11,200339768.7,Thriller Drama
3386,Pete Travis,38,William Hurt,882,VantagePoint,2008,0,127528,6775,http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1,English,USA,PG-13,6.6,2.35,2008-02-22 00:00:00,2008,53110118.08,95951801.11,200339768.7,Thriller Drama
3387,John Hamburg,29,J.K. Simmons,24000,ILoveYouMan,2009,0,166194,28928,http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1,English,USA,R,7.1,1.85,2009-03-20 00:00:00,2009,51463292.71,91913454.93,118017556.6,Comedy
3388,John Hamburg,29,Jon Favreau,4000,ILoveYouMan,2009,0,166194,28928,http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1,English,USA,R,7.1,1.85,2009-03-20 00:00:00,2009,51463292.71,91913454.93,118017556.6,Comedy
3389,John Hamburg,29,Jane Curtin,257,ILoveYouMan,2009,0,166194,28928,http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1,English,USA,R,7.1,1.85,2009-03-20 00:00:00,2009,51463292.71,91913454.93,118017556.6,Comedy
3390,Bobby Farrelly,101,Jason Alexander,700,ShallowHal,2001,0,109445,2842,http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1,English,USA,PG-13,5.9,1.85,2001-11-09 00:00:00,2001,66211762.41,117254900,117254900,Romance Drama
3391,Bobby Farrelly,101,Bruce McGill,655,ShallowHal,2001,0,109445,2842,http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1,English,USA,PG-13,5.9,1.85,2001-11-09 00:00:00,2001,66211762.41,117254900,117254900,Romance Drama
3392,Bobby Farrelly,101,Susan Ward,398,ShallowHal,2001,0,109445,2842,http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1,English,USA,PG-13,5.9,1.85,2001-11-09 00:00:00,2001,66211762.41,117254900,117254900,Romance Drama
3393,Oliver Stone,0,Sally Kirkland,433,JFK,1991,0,113472,698,http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1,English,France,R,8,2.35,1991-12-20 00:00:00,1991,90726074.6,159690361.6,465878393.1,Thriller Drama
3394,Oliver Stone,0,Jay O. Sanders,256,JFK,1991,0,113472,698,http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1,English,France,R,8,2.35,1991-12-20 00:00:00,1991,90726074.6,159690361.6,465878393.1,Thriller Drama
3395,Oliver Stone,0,Cheryl Penland,4,JFK,1991,0,113472,698,http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1,English,France,R,8,2.35,1991-12-20 00:00:00,1991,90726074.6,159690361.6,465878393.1,Thriller Drama
3396,John Whitesell,14,ChloÃ« Grace Moretz,17000,BigMommasHouse,2006,663,31968,19334,http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1,English,USA,PG-13,4.6,1.85,2006-01-27 00:00:00,2006,56563550.39,99220912.33,193797154,Comedy
3397,John Whitesell,14,Nia Long,826,BigMommasHouse,2006,663,31968,19334,http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1,English,USA,PG-13,4.6,1.85,2006-01-27 00:00:00,2006,56563550.39,99220912.33,193797154,Comedy
3398,John Whitesell,14,Marisol Nichols,633,BigMommasHouse,2006,663,31968,19334,http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1,English,USA,PG-13,4.6,1.85,2006-01-27 00:00:00,2006,56563550.39,99220912.33,193797154,Comedy
3399,Gore Verbinski,563,J.K. Simmons,24000,TheMexican,2001,2000,87351,43917,http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1,English,USA,R,6.1,2.35,2001-03-02 00:00:00,2001,66211762.41,110587903.6,240412012.5,Comedy
3400,Gore Verbinski,563,Brad Pitt,11000,TheMexican,2001,2000,87351,43917,http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1,English,USA,R,6.1,2.35,2001-03-02 00:00:00,2001,66211762.41,110587903.6,240412012.5,Comedy
3401,Gore Verbinski,563,Julia Roberts,8000,TheMexican,2001,2000,87351,43917,http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1,English,USA,R,6.1,2.35,2001-03-02 00:00:00,2001,66211762.41,110587903.6,240412012.5,Comedy
3402,Burr Steers,23,Matthew Perry,2000,Again,2009,0,146899,7009,http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,English,USA,PG-13,6.4,2.35,2009-04-17 00:00:00,2009,51463292.71,82556216.35,179445947.8,Romance Drama
3403,Burr Steers,23,Hunter Parrish,2000,Again,2009,0,146899,7009,http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,English,USA,PG-13,6.4,2.35,2009-04-17 00:00:00,2009,51463292.71,82556216.35,179445947.8,Romance Drama
3404,Burr Steers,23,Thomas Lennon,651,Again,2009,0,146899,7009,http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,English,USA,PG-13,6.4,2.35,2009-04-17 00:00:00,2009,51463292.71,82556216.35,179445947.8,Romance Drama
3405,Nick Cassavetes,415,Don Johnson,982,TheOtherWoman,2014,16000,104481,2357,http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1,English,USA,PG-13,6,2.35,2014-04-25 00:00:00,2014,43964190.72,92227192.31,214447642.5,Comedy
3406,Nick Cassavetes,415,Kate Upton,971,TheOtherWoman,2014,16000,104481,2357,http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1,English,USA,PG-13,6,2.35,2014-04-25 00:00:00,2014,43964190.72,92227192.31,214447642.5,Comedy
3407,Nick Cassavetes,415,David Thornton,119,TheOtherWoman,2014,16000,104481,2357,http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1,English,USA,PG-13,6,2.35,2014-04-25 00:00:00,2014,43964190.72,92227192.31,214447642.5,Comedy
3408,David R. Ellis,160,Krista Allen,164000,TheFinalDestination,2009,0,75345,303717,http://www.imdb.com/title/tt1144884/?ref_=fn_tt_tt_1,English,USA,R,5.2,2.35,2009-08-28 00:00:00,2009,51463292.71,85529033.34,241085747.7,Horror
3409,David R. Ellis,160,Andrew Fiscella,137000,TheFinalDestination,2009,0,75345,303717,http://www.imdb.com/title/tt1144884/?ref_=fn_tt_tt_1,English,USA,R,5.2,2.35,2009-08-28 00:00:00,2009,51463292.71,85529033.34,241085747.7,Horror
3410,David R. Ellis,160,Shantel VanSanten,748,TheFinalDestination,2009,0,75345,303717,http://www.imdb.com/title/tt1144884/?ref_=fn_tt_tt_1,English,USA,R,5.2,2.35,2009-08-28 00:00:00,2009,51463292.71,85529033.34,241085747.7,Horror
3411,Steven Spielberg,14000,Tom Hanks,15000,BridgeofSpies,2015,55000,178118,16944,http://www.imdb.com/title/tt3682448/?ref_=fn_tt_tt_1,English,USA,PG-13,7.6,2.35,2015-10-16 00:00:00,2015,42600960,77015883.54,173184056.4,Thriller Drama
3412,Steven Spielberg,14000,Mark Rylance,535,BridgeofSpies,2015,55000,178118,16944,http://www.imdb.com/title/tt3682448/?ref_=fn_tt_tt_1,English,USA,PG-13,7.6,2.35,2015-10-16 00:00:00,2015,42600960,77015883.54,173184056.4,Thriller Drama
3413,Steven Spielberg,14000,Amy Ryan,423,BridgeofSpies,2015,55000,178118,16944,http://www.imdb.com/title/tt3682448/?ref_=fn_tt_tt_1,English,USA,PG-13,7.6,2.35,2015-10-16 00:00:00,2015,42600960,77015883.54,173184056.4,Thriller Drama
3414,John Moore,212,Joaquim de Almeida,578,BehindEnemyLines,2001,0,86902,2544,http://www.imdb.com/title/tt0159273/?ref_=fn_tt_tt_1,English,USA,PG-13,6.4,2.35,2001-11-30 00:00:00,2001,66211762.41,97423543.59,97423543.59,Thriller Drama
3415,John Moore,212,David Keith,563,BehindEnemyLines,2001,0,86902,2544,http://www.imdb.com/title/tt0159273/?ref_=fn_tt_tt_1,English,USA,PG-13,6.4,2.35,2001-11-30 00:00:00,2001,66211762.41,97423543.59,97423543.59,Thriller Drama
3416,John Moore,212,Sam Jaeger,389,BehindEnemyLines,2001,0,86902,2544,http://www.imdb.com/title/tt0159273/?ref_=fn_tt_tt_1,English,USA,PG-13,6.4,2.35,2001-11-30 00:00:00,2001,66211762.41,97423543.59,97423543.59,Thriller Drama
3417,Nicholas Stoller,89,Pink,836,GetHimtotheGreek,2010,12000,147317,2091,http://www.imdb.com/title/tt1226229/?ref_=fn_tt_tt_1,English,USA,R,6.4,1.85,2010-06-04 00:00:00,2010,49867531.69,76239384.9,114016968.6,Comedy
3418,Nicholas Stoller,89,Mario Lopez,719,GetHimtotheGreek,2010,12000,147317,2091,http://www.imdb.com/title/tt1226229/?ref_=fn_tt_tt_1,English,USA,R,6.4,1.85,2010-06-04 00:00:00,2010,49867531.69,76239384.9,114016968.6,Comedy
3419,Nicholas Stoller,89,Lino Facioli,177,GetHimtotheGreek,2010,12000,147317,2091,http://www.imdb.com/title/tt1226229/?ref_=fn_tt_tt_1,English,USA,R,6.4,1.85,2010-06-04 00:00:00,2010,49867531.69,76239384.9,114016968.6,Comedy
3420,Peter Chelsom,23,Lisa Ann Walter,1000,ShallWeDance,2004,0,35508,2325,http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1,English,USA,PG-13,6.1,1.85,2004-10-15 00:00:00,2004,60241538.69,87181377.08,177859953.2,Romance Drama
3421,Peter Chelsom,23,Nick Cannon,593,ShallWeDance,2004,0,35508,2325,http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1,English,USA,PG-13,6.1,1.85,2004-10-15 00:00:00,2004,60241538.69,87181377.08,177859953.2,Romance Drama
3422,Peter Chelsom,23,Omar Benson Miller,418,ShallWeDance,2004,0,35508,2325,http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1,English,USA,PG-13,6.1,1.85,2004-10-15 00:00:00,2004,60241538.69,87181377.08,177859953.2,Romance Drama
3423,Joe Dante,287,Kirsten Dunst,4000,SmallSoldiers,1998,0,77415,8610,http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1,English,USA,PG-13,6.1,2.35,1998-07-10 00:00:00,1998,72773663.76,100325450.8,130526521.3,Family
3424,Joe Dante,287,Denis Leary,835,SmallSoldiers,1998,0,77415,8610,http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1,English,USA,PG-13,6.1,2.35,1998-07-10 00:00:00,1998,72773663.76,100325450.8,130526521.3,Family
3425,Joe Dante,287,Robert Picardo,823,SmallSoldiers,1998,0,77415,8610,http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1,English,USA,PG-13,6.1,2.35,1998-07-10 00:00:00,1998,72773663.76,100325450.8,130526521.3,Family
3426,Mark A.Z. DippÃ©,20,Michael Jai White,2000,Spawn,1997,0,52805,7039,http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1,English,USA,R,5.2,1.85,1997-07-31 00:00:00,1997,75102421,103228262.6,165131183.4,Thriller Action
3427,Mark A.Z. DippÃ©,20,Frank Welker,2000,Spawn,1997,0,52805,7039,http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1,English,USA,R,5.2,1.85,1997-07-31 00:00:00,1997,75102421,103228262.6,165131183.4,Thriller Action
3428,Mark A.Z. DippÃ©,20,Miko Hughes,968,Spawn,1997,0,52805,7039,http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1,English,USA,R,5.2,1.85,1997-07-31 00:00:00,1997,75102421,103228262.6,165131183.4,Thriller Action
